,year,fips,state,state_po,county,office,candidate,party,candidatevotes,totalvotes,version,democrat_candidate,democrat_votes,republican_candidate,republican_votes,green_candidate,green_votes,other_candidate,other_votes,dem_share,rep_share
13470,2016,21127,Kentucky,KY,Lawrence,President,Hillary Clinton,democrat,1045.0,6042,20191203,Hillary Clinton,1045.0,Donald Trump,4816.0,,,Other,181.0,0.17295597484276728,0.797087057265806
13471,2016,21129,Kentucky,KY,Lee,President,Hillary Clinton,democrat,444.0,2667,20191203,Hillary Clinton,444.0,Donald Trump,2151.0,,,Other,72.0,0.16647919010123735,0.8065241844769404
13472,2016,21131,Kentucky,KY,Leslie,President,Hillary Clinton,democrat,400.0,4492,20191203,Hillary Clinton,400.0,Donald Trump,4015.0,,,Other,77.0,0.08904719501335707,0.8938112199465716
13473,2016,21133,Kentucky,KY,Letcher,President,Hillary Clinton,democrat,1542.0,9134,20191203,Hillary Clinton,1542.0,Donald Trump,7293.0,,,Other,299.0,0.1688197941756076,0.7984453689511715
13474,2016,21135,Kentucky,KY,Lewis,President,Hillary Clinton,democrat,785.0,5298,20191203,Hillary Clinton,785.0,Donald Trump,4363.0,,,Other,150.0,0.14816912042280106,0.823518308795772
13475,2016,21137,Kentucky,KY,Lincoln,President,Hillary Clinton,democrat,1865.0,9561,20191203,Hillary Clinton,1865.0,Donald Trump,7338.0,,,Other,358.0,0.19506327789980127,0.7674929400690305
13476,2016,21139,Kentucky,KY,Livingston,President,Hillary Clinton,democrat,887.0,4645,20191203,Hillary Clinton,887.0,Donald Trump,3570.0,,,Other,188.0,0.19095801937567278,0.7685683530678149
13477,2016,21141,Kentucky,KY,Logan,President,Hillary Clinton,democrat,2755.0,10899,20191203,Hillary Clinton,2755.0,Donald Trump,7778.0,,,Other,366.0,0.25277548398935684,0.7136434535278466
13478,2016,21143,Kentucky,KY,Lyon,President,Hillary Clinton,democrat,1045.0,3962,20191203,Hillary Clinton,1045.0,Donald Trump,2789.0,,,Other,128.0,0.2637556789500252,0.7039374053508329
13479,2016,21145,Kentucky,KY,McCracken,President,Hillary Clinton,democrat,9134.0,31307,20191203,Hillary Clinton,9134.0,Donald Trump,20774.0,,,Other,1399.0,0.29175583735266875,0.6635576708084454
13480,2016,21147,Kentucky,KY,McCreary,President,Hillary Clinton,democrat,664.0,5776,20191203,Hillary Clinton,664.0,Donald Trump,5012.0,,,Other,100.0,0.1149584487534626,0.8677285318559557
13481,2016,21149,Kentucky,KY,McLean,President,Hillary Clinton,democrat,988.0,4566,20191203,Hillary Clinton,988.0,Donald Trump,3381.0,,,Other,197.0,0.21638195356986423,0.740473061760841
13482,2016,21151,Kentucky,KY,Madison,President,Hillary Clinton,democrat,11793.0,37371,20191203,Hillary Clinton,11793.0,Donald Trump,23431.0,,,Other,2147.0,0.31556554547643895,0.6269834898718257
13483,2016,21153,Kentucky,KY,Magoffin,President,Hillary Clinton,democrat,1172.0,5116,20191203,Hillary Clinton,1172.0,Donald Trump,3824.0,,,Other,120.0,0.2290852228303362,0.7474589523064894
13484,2016,21155,Kentucky,KY,Marion,President,Hillary Clinton,democrat,2679.0,8111,20191203,Hillary Clinton,2679.0,Donald Trump,5122.0,,,Other,310.0,0.3302921957835039,0.6314881025767476
13485,2016,21157,Kentucky,KY,Marshall,President,Hillary Clinton,democrat,3672.0,16698,20191203,Hillary Clinton,3672.0,Donald Trump,12322.0,,,Other,704.0,0.21990657563780094,0.7379326865492873
13486,2016,21159,Kentucky,KY,Martin,President,Hillary Clinton,democrat,363.0,3953,20191203,Hillary Clinton,363.0,Donald Trump,3503.0,,,Other,87.0,0.09182899064002024,0.8861624082974956
13487,2016,21161,Kentucky,KY,Mason,President,Hillary Clinton,democrat,1970.0,7219,20191203,Hillary Clinton,1970.0,Donald Trump,4944.0,,,Other,305.0,0.272890982130489,0.6848593988086993
13488,2016,21163,Kentucky,KY,Meade,President,Hillary Clinton,democrat,3026.0,12231,20191203,Hillary Clinton,3026.0,Donald Trump,8660.0,,,Other,545.0,0.2474041370288611,0.7080369552775734
13489,2016,21165,Kentucky,KY,Menifee,President,Hillary Clinton,democrat,700.0,2779,20191203,Hillary Clinton,700.0,Donald Trump,2010.0,,,Other,69.0,0.2518891687657431,0.723281756027348
13490,2016,21167,Kentucky,KY,Mercer,President,Hillary Clinton,democrat,2395.0,10585,20191203,Hillary Clinton,2395.0,Donald Trump,7740.0,,,Other,450.0,0.22626358053849788,0.7312234293811998
13491,2016,21169,Kentucky,KY,Metcalfe,President,Hillary Clinton,democrat,976.0,4620,20191203,Hillary Clinton,976.0,Donald Trump,3491.0,,,Other,153.0,0.21125541125541125,0.7556277056277056
13492,2016,21171,Kentucky,KY,Monroe,President,Hillary Clinton,democrat,601.0,4991,20191203,Hillary Clinton,601.0,Donald Trump,4278.0,,,Other,112.0,0.1204167501502705,0.8571428571428571
13493,2016,21173,Kentucky,KY,Montgomery,President,Hillary Clinton,democrat,3158.0,11452,20191203,Hillary Clinton,3158.0,Donald Trump,7856.0,,,Other,438.0,0.2757596926301083,0.6859937128885785
13494,2016,21175,Kentucky,KY,Morgan,President,Hillary Clinton,democrat,1006.0,4775,20191203,Hillary Clinton,1006.0,Donald Trump,3628.0,,,Other,141.0,0.2106806282722513,0.7597905759162303
13495,2016,21177,Kentucky,KY,Muhlenberg,President,Hillary Clinton,democrat,3272.0,13060,20191203,Hillary Clinton,3272.0,Donald Trump,9393.0,,,Other,395.0,0.25053598774885144,0.719218989280245
13496,2016,21179,Kentucky,KY,Nelson,President,Hillary Clinton,democrat,6434.0,20802,20191203,Hillary Clinton,6434.0,Donald Trump,13431.0,,,Other,937.0,0.3092971829631766,0.6456590712431497
13497,2016,21181,Kentucky,KY,Nicholas,President,Hillary Clinton,democrat,787.0,2841,20191203,Hillary Clinton,787.0,Donald Trump,1957.0,,,Other,97.0,0.2770151355156635,0.6888419570573742
13498,2016,21183,Kentucky,KY,Ohio,President,Hillary Clinton,democrat,2080.0,10398,20191203,Hillary Clinton,2080.0,Donald Trump,7942.0,,,Other,376.0,0.20003846893633392,0.7638007309097904
13499,2016,21185,Kentucky,KY,Oldham,President,Hillary Clinton,democrat,10268.0,32853,20191203,Hillary Clinton,10268.0,Donald Trump,20469.0,,,Other,2116.0,0.312543755517,0.6230481234590448
13500,2016,21187,Kentucky,KY,Owen,President,Hillary Clinton,democrat,1062.0,5001,20191203,Hillary Clinton,1062.0,Donald Trump,3745.0,,,Other,194.0,0.21235752849430115,0.7488502299540092
13501,2016,21189,Kentucky,KY,Owsley,President,Hillary Clinton,democrat,256.0,1759,20191203,Hillary Clinton,256.0,Donald Trump,1474.0,,,Other,29.0,0.14553723706651506,0.8379761227970438
13502,2016,21191,Kentucky,KY,Pendleton,President,Hillary Clinton,democrat,1164.0,6007,20191203,Hillary Clinton,1164.0,Donald Trump,4604.0,,,Other,239.0,0.1937739304145164,0.76643915431996
13503,2016,21193,Kentucky,KY,Perry,President,Hillary Clinton,democrat,2136.0,10572,20191203,Hillary Clinton,2136.0,Donald Trump,8158.0,,,Other,278.0,0.20204313280363223,0.7716609912977677
13504,2016,21195,Kentucky,KY,Pike,President,Hillary Clinton,democrat,4280.0,24665,20191203,Hillary Clinton,4280.0,Donald Trump,19747.0,,,Other,638.0,0.1735252381917697,0.8006081491992703
13505,2016,21197,Kentucky,KY,Powell,President,Hillary Clinton,democrat,1272.0,4957,20191203,Hillary Clinton,1272.0,Donald Trump,3513.0,,,Other,172.0,0.25660681864030666,0.7086947750655639
13506,2016,21199,Kentucky,KY,Pulaski,President,Hillary Clinton,democrat,4208.0,28041,20191203,Hillary Clinton,4208.0,Donald Trump,22902.0,,,Other,931.0,0.15006597482258122,0.8167326414892478
13507,2016,21201,Kentucky,KY,Robertson,President,Hillary Clinton,democrat,222.0,1013,20191203,Hillary Clinton,222.0,Donald Trump,759.0,,,Other,32.0,0.21915103652517276,0.7492596248766041
13508,2016,21203,Kentucky,KY,Rockcastle,President,Hillary Clinton,democrat,915.0,6691,20191203,Hillary Clinton,915.0,Donald Trump,5609.0,,,Other,167.0,0.13675085936332387,0.8382902406217306
13509,2016,21205,Kentucky,KY,Rowan,President,Hillary Clinton,democrat,3295.0,8848,20191203,Hillary Clinton,3295.0,Donald Trump,5174.0,,,Other,379.0,0.3724005424954792,0.5847649186256781
13510,2016,21207,Kentucky,KY,Russell,President,Hillary Clinton,democrat,1093.0,8174,20191203,Hillary Clinton,1093.0,Donald Trump,6863.0,,,Other,218.0,0.13371666258869586,0.8396134083679961
13511,2016,21209,Kentucky,KY,Scott,President,Hillary Clinton,democrat,7715.0,24200,20191203,Hillary Clinton,7715.0,Donald Trump,15052.0,,,Other,1433.0,0.31880165289256196,0.6219834710743801
13512,2016,21211,Kentucky,KY,Shelby,President,Hillary Clinton,democrat,6276.0,20580,20191203,Hillary Clinton,6276.0,Donald Trump,13196.0,,,Other,1108.0,0.30495626822157434,0.6412050534499514
13513,2016,21213,Kentucky,KY,Simpson,President,Hillary Clinton,democrat,2144.0,7531,20191203,Hillary Clinton,2144.0,Donald Trump,5077.0,,,Other,310.0,0.2846899482140486,0.6741468596467932
13514,2016,21215,Kentucky,KY,Spencer,President,Hillary Clinton,democrat,1921.0,9515,20191203,Hillary Clinton,1921.0,Donald Trump,7196.0,,,Other,398.0,0.20189174986862848,0.7562795585916973
13515,2016,21217,Kentucky,KY,Taylor,President,Hillary Clinton,democrat,2553.0,11306,20191203,Hillary Clinton,2553.0,Donald Trump,8320.0,,,Other,433.0,0.22580930479391473,0.7358924464885901
13516,2016,21219,Kentucky,KY,Todd,President,Hillary Clinton,democrat,1042.0,4779,20191203,Hillary Clinton,1042.0,Donald Trump,3612.0,,,Other,125.0,0.21803724628583385,0.7558066541117389
13517,2016,21221,Kentucky,KY,Trigg,President,Hillary Clinton,democrat,1587.0,6751,20191203,Hillary Clinton,1587.0,Donald Trump,4931.0,,,Other,233.0,0.2350762849948156,0.7304103095837654
13518,2016,21223,Kentucky,KY,Trimble,President,Hillary Clinton,democrat,879.0,3798,20191203,Hillary Clinton,879.0,Donald Trump,2771.0,,,Other,148.0,0.23143759873617695,0.729594523433386
13519,2016,21225,Kentucky,KY,Union,President,Hillary Clinton,democrat,1331.0,6211,20191203,Hillary Clinton,1331.0,Donald Trump,4701.0,,,Other,179.0,0.21429721461922396,0.7568829496055386
13520,2016,21227,Kentucky,KY,Warren,President,Hillary Clinton,democrat,16966.0,48454,20191203,Hillary Clinton,16966.0,Donald Trump,28673.0,,,Other,2815.0,0.3501465307301771,0.5917571304742643
13521,2016,21229,Kentucky,KY,Washington,President,Hillary Clinton,democrat,1420.0,5636,20191203,Hillary Clinton,1420.0,Donald Trump,4013.0,,,Other,203.0,0.25195173882185945,0.7120298083747338
13522,2016,21231,Kentucky,KY,Wayne,President,Hillary Clinton,democrat,1431.0,7992,20191203,Hillary Clinton,1431.0,Donald Trump,6371.0,,,Other,190.0,0.17905405405405406,0.7971721721721722
13523,2016,21233,Kentucky,KY,Webster,President,Hillary Clinton,democrat,1240.0,5805,20191203,Hillary Clinton,1240.0,Donald Trump,4397.0,,,Other,168.0,0.2136089577950043,0.7574504737295435
13524,2016,21235,Kentucky,KY,Whitley,President,Hillary Clinton,democrat,2067.0,13774,20191203,Hillary Clinton,2067.0,Donald Trump,11312.0,,,Other,395.0,0.15006534049658776,0.8212574415565558
13525,2016,21237,Kentucky,KY,Wolfe,President,Hillary Clinton,democrat,753.0,2635,20191203,Hillary Clinton,753.0,Donald Trump,1804.0,,,Other,78.0,0.2857685009487666,0.6846299810246679
13526,2016,21239,Kentucky,KY,Woodford,President,Hillary Clinton,democrat,4958.0,13563,20191203,Hillary Clinton,4958.0,Donald Trump,7697.0,,,Other,908.0,0.36555334365553344,0.5674998156749982
13527,2016,22001,Louisiana,LA,Acadia,President,Hillary Clinton,democrat,5638.0,27389,20191203,Hillary Clinton,5638.0,Donald Trump,21162.0,,,Other,589.0,0.20584906349264304,0.7726459527547556
13528,2016,22003,Louisiana,LA,Allen,President,Hillary Clinton,democrat,2106.0,9245,20191203,Hillary Clinton,2106.0,Donald Trump,6867.0,,,Other,272.0,0.22779881016765818,0.7427798810167658
13529,2016,22005,Louisiana,LA,Ascension,President,Hillary Clinton,democrat,16476.0,54678,20191203,Hillary Clinton,16476.0,Donald Trump,36143.0,,,Other,2059.0,0.3013277735103698,0.6610153992464977
13530,2016,22007,Louisiana,LA,Assumption,President,Hillary Clinton,democrat,3931.0,10904,20191203,Hillary Clinton,3931.0,Donald Trump,6714.0,,,Other,259.0,0.360509904622157,0.6157373440939105
13531,2016,22009,Louisiana,LA,Avoyelles,President,Hillary Clinton,democrat,5035.0,16586,20191203,Hillary Clinton,5035.0,Donald Trump,11165.0,,,Other,386.0,0.3035692752924153,0.6731580851320391
13532,2016,22011,Louisiana,LA,Beauregard,President,Hillary Clinton,democrat,2393.0,15078,20191203,Hillary Clinton,2393.0,Donald Trump,12238.0,,,Other,447.0,0.15870805146571162,0.8116461069107309
13533,2016,22013,Louisiana,LA,Bienville,President,Hillary Clinton,democrat,3129.0,7005,20191203,Hillary Clinton,3129.0,Donald Trump,3756.0,,,Other,120.0,0.44668094218415416,0.5361884368308352
13534,2016,22015,Louisiana,LA,Bossier,President,Hillary Clinton,democrat,12641.0,49848,20191203,Hillary Clinton,12641.0,Donald Trump,35474.0,,,Other,1733.0,0.2535909163858129,0.7116433959236078
13535,2016,22017,Louisiana,LA,Caddo,President,Hillary Clinton,democrat,53483.0,105804,20191203,Hillary Clinton,53483.0,Donald Trump,49006.0,,,Other,3315.0,0.5054912857736947,0.46317719556916565
13536,2016,22019,Louisiana,LA,Calcasieu,President,Hillary Clinton,democrat,26296.0,83785,20191203,Hillary Clinton,26296.0,Donald Trump,54191.0,,,Other,3298.0,0.31385092797040043,0.6467864176165184
13537,2016,22021,Louisiana,LA,Caldwell,President,Hillary Clinton,democrat,788.0,4692,20191203,Hillary Clinton,788.0,Donald Trump,3822.0,,,Other,82.0,0.1679454390451833,0.8145780051150895
13538,2016,22023,Louisiana,LA,Cameron,President,Hillary Clinton,democrat,323.0,3692,20191203,Hillary Clinton,323.0,Donald Trump,3256.0,,,Other,113.0,0.08748645720476707,0.8819068255687974
13539,2016,22025,Louisiana,LA,Catahoula,President,Hillary Clinton,democrat,1322.0,4856,20191203,Hillary Clinton,1322.0,Donald Trump,3479.0,,,Other,55.0,0.27224052718286657,0.7164332784184514
13540,2016,22027,Louisiana,LA,Claiborne,President,Hillary Clinton,democrat,2717.0,6421,20191203,Hillary Clinton,2717.0,Donald Trump,3585.0,,,Other,119.0,0.4231428126460053,0.5583242485594144
13541,2016,22029,Louisiana,LA,Concordia,President,Hillary Clinton,democrat,3272.0,8872,20191203,Hillary Clinton,3272.0,Donald Trump,5477.0,,,Other,123.0,0.36880072137060416,0.6173354373309288
13542,2016,22031,Louisiana,LA,De Soto,President,Hillary Clinton,democrat,5165.0,13500,20191203,Hillary Clinton,5165.0,Donald Trump,8068.0,,,Other,267.0,0.3825925925925926,0.5976296296296296
13543,2016,22033,Louisiana,LA,East Baton Rouge,President,Hillary Clinton,democrat,102828.0,196491,20191203,Hillary Clinton,102828.0,Donald Trump,84660.0,,,Other,9003.0,0.5233216788555201,0.4308594286761226
13544,2016,22035,Louisiana,LA,East Carroll,President,Hillary Clinton,democrat,1838.0,2939,20191203,Hillary Clinton,1838.0,Donald Trump,1059.0,,,Other,42.0,0.6253827832596122,0.360326641714869
13545,2016,22037,Louisiana,LA,East Feliciana,President,Hillary Clinton,democrat,4235.0,10042,20191203,Hillary Clinton,4235.0,Donald Trump,5569.0,,,Other,238.0,0.4217287392949612,0.5545708026289584
13546,2016,22039,Louisiana,LA,Evangeline,President,Hillary Clinton,democrat,4208.0,14882,20191203,Hillary Clinton,4208.0,Donald Trump,10360.0,,,Other,314.0,0.28275769385835237,0.6961429915333961
13547,2016,22041,Louisiana,LA,Franklin,President,Hillary Clinton,democrat,2506.0,9162,20191203,Hillary Clinton,2506.0,Donald Trump,6514.0,,,Other,142.0,0.2735210652695918,0.7109801353416285
13548,2016,22043,Louisiana,LA,Grant,President,Hillary Clinton,democrat,1181.0,8821,20191203,Hillary Clinton,1181.0,Donald Trump,7408.0,,,Other,232.0,0.13388504704682008,0.8398140800362771
13549,2016,22045,Louisiana,LA,Iberia,President,Hillary Clinton,democrat,10698.0,32454,20191203,Hillary Clinton,10698.0,Donald Trump,20903.0,,,Other,853.0,0.3296357921981882,0.6440808528994885
13550,2016,22047,Louisiana,LA,Iberville,President,Hillary Clinton,democrat,8324.0,16043,20191203,Hillary Clinton,8324.0,Donald Trump,7320.0,,,Other,399.0,0.5188555756404662,0.45627376425855515
13551,2016,22049,Louisiana,LA,Jackson,President,Hillary Clinton,democrat,2139.0,7464,20191203,Hillary Clinton,2139.0,Donald Trump,5169.0,,,Other,156.0,0.2865755627009646,0.692524115755627
13552,2016,22051,Louisiana,LA,Jefferson,President,Hillary Clinton,democrat,73670.0,181639,20191203,Hillary Clinton,73670.0,Donald Trump,100398.0,,,Other,7571.0,0.4055847037255215,0.5527337190801535
13553,2016,22053,Louisiana,LA,Jefferson Davis,President,Hillary Clinton,democrat,3080.0,14277,20191203,Hillary Clinton,3080.0,Donald Trump,10775.0,,,Other,422.0,0.21573159627372698,0.7547103733277299
13554,2016,22055,Louisiana,LA,Lafayette,President,Hillary Clinton,democrat,32726.0,105603,20191203,Hillary Clinton,32726.0,Donald Trump,68195.0,,,Other,4682.0,0.3098964991524862,0.6457676391769174
13555,2016,22057,Louisiana,LA,Lafourche,President,Hillary Clinton,democrat,8423.0,41645,20191203,Hillary Clinton,8423.0,Donald Trump,31959.0,,,Other,1263.0,0.20225717373033977,0.7674150558290311
13556,2016,22059,Louisiana,LA,La Salle,President,Hillary Clinton,democrat,605.0,6569,20191203,Hillary Clinton,605.0,Donald Trump,5836.0,,,Other,128.0,0.0920992540721571,0.8884152839092708
13557,2016,22061,Louisiana,LA,Lincoln,President,Hillary Clinton,democrat,7107.0,18669,20191203,Hillary Clinton,7107.0,Donald Trump,10761.0,,,Other,801.0,0.3806845572874819,0.5764100915956933
13558,2016,22063,Louisiana,LA,Livingston,President,Hillary Clinton,democrat,6950.0,57730,20191203,Hillary Clinton,6950.0,Donald Trump,48824.0,,,Other,1956.0,0.12038801316473237,0.8457301229863156
13559,2016,22065,Louisiana,LA,Madison,President,Hillary Clinton,democrat,2744.0,4732,20191203,Hillary Clinton,2744.0,Donald Trump,1927.0,,,Other,61.0,0.5798816568047337,0.4072273879966188
13560,2016,22067,Louisiana,LA,Morehouse,President,Hillary Clinton,democrat,5155.0,11852,20191203,Hillary Clinton,5155.0,Donald Trump,6502.0,,,Other,195.0,0.43494768815389806,0.5485993925075937
13561,2016,22069,Louisiana,LA,Natchitoches,President,Hillary Clinton,democrat,7144.0,16621,20191203,Hillary Clinton,7144.0,Donald Trump,8968.0,,,Other,509.0,0.4298177004993683,0.5395583899885686
13562,2016,22071,Louisiana,LA,Orleans,President,Hillary Clinton,democrat,133996.0,165812,20191203,Hillary Clinton,133996.0,Donald Trump,24292.0,,,Other,7524.0,0.8081200395628785,0.14650326876221262
13563,2016,22073,Louisiana,LA,Ouachita,President,Hillary Clinton,democrat,24428.0,68017,20191203,Hillary Clinton,24428.0,Donald Trump,41734.0,,,Other,1855.0,0.35914550774071186,0.6135818986429863
13564,2016,22075,Louisiana,LA,Plaquemines,President,Hillary Clinton,democrat,3347.0,10573,20191203,Hillary Clinton,3347.0,Donald Trump,6900.0,,,Other,326.0,0.3165610517355528,0.6526056937482266
13565,2016,22077,Louisiana,LA,Pointe Coupee,President,Hillary Clinton,democrat,4764.0,11761,20191203,Hillary Clinton,4764.0,Donald Trump,6789.0,,,Other,208.0,0.40506759629283223,0.577246832752317
13566,2016,22079,Louisiana,LA,Rapides,President,Hillary Clinton,democrat,18322.0,56844,20191203,Hillary Clinton,18322.0,Donald Trump,36816.0,,,Other,1706.0,0.3223207374568996,0.6476672999788896
13567,2016,22081,Louisiana,LA,Red River,President,Hillary Clinton,democrat,1938.0,4422,20191203,Hillary Clinton,1938.0,Donald Trump,2391.0,,,Other,93.0,0.43826322930800543,0.5407055630936228
13568,2016,22083,Louisiana,LA,Richland,President,Hillary Clinton,democrat,3157.0,9597,20191203,Hillary Clinton,3157.0,Donald Trump,6287.0,,,Other,153.0,0.3289569657184537,0.6551005522559133
13569,2016,22085,Louisiana,LA,Sabine,President,Hillary Clinton,democrat,1703.0,9787,20191203,Hillary Clinton,1703.0,Donald Trump,7879.0,,,Other,205.0,0.17400633493409626,0.8050475120057219
13570,2016,22087,Louisiana,LA,St. Bernard,President,Hillary Clinton,democrat,4960.0,15815,20191203,Hillary Clinton,4960.0,Donald Trump,10237.0,,,Other,618.0,0.31362630414163767,0.6472968700600695
13571,2016,22089,Louisiana,LA,St. Charles,President,Hillary Clinton,democrat,8559.0,26192,20191203,Hillary Clinton,8559.0,Donald Trump,16621.0,,,Other,1012.0,0.32677916921197314,0.6345830788026878
13572,2016,22091,Louisiana,LA,St. Helena,President,Hillary Clinton,democrat,3353.0,5964,20191203,Hillary Clinton,3353.0,Donald Trump,2497.0,,,Other,114.0,0.562206572769953,0.4186787391012743
13573,2016,22093,Louisiana,LA,St. James,President,Hillary Clinton,democrat,6418.0,12085,20191203,Hillary Clinton,6418.0,Donald Trump,5456.0,,,Other,211.0,0.5310715763342987,0.45146876292925114
13574,2016,22095,Louisiana,LA,St. John the Baptist,President,Hillary Clinton,democrat,12661.0,20743,20191203,Hillary Clinton,12661.0,Donald Trump,7569.0,,,Other,513.0,0.6103745841970786,0.3648941811695512
13575,2016,22097,Louisiana,LA,St. Landry,President,Hillary Clinton,democrat,17209.0,39977,20191203,Hillary Clinton,17209.0,Donald Trump,21971.0,,,Other,797.0,0.43047252169997746,0.5495910148335292
13576,2016,22099,Louisiana,LA,St. Martin,President,Hillary Clinton,democrat,8266.0,25750,20191203,Hillary Clinton,8266.0,Donald Trump,16873.0,,,Other,611.0,0.32100970873786405,0.6552621359223301
13577,2016,22101,Louisiana,LA,St. Mary,President,Hillary Clinton,democrat,8050.0,22877,20191203,Hillary Clinton,8050.0,Donald Trump,14359.0,,,Other,468.0,0.35188180268391833,0.6276609695327184
13578,2016,22103,Louisiana,LA,St. Tammany,President,Hillary Clinton,democrat,27717.0,124392,20191203,Hillary Clinton,27717.0,Donald Trump,90915.0,,,Other,5760.0,0.2228197954852402,0.7308749758826935
13579,2016,22105,Louisiana,LA,Tangipahoa,President,Hillary Clinton,democrat,16878.0,52416,20191203,Hillary Clinton,16878.0,Donald Trump,33959.0,,,Other,1579.0,0.3220009157509158,0.6478746947496947
13580,2016,22107,Louisiana,LA,Tensas,President,Hillary Clinton,democrat,1332.0,2548,20191203,Hillary Clinton,1332.0,Donald Trump,1182.0,,,Other,34.0,0.5227629513343799,0.4638932496075353
13581,2016,22109,Louisiana,LA,Terrebonne,President,Hillary Clinton,democrat,10665.0,43896,20191203,Hillary Clinton,10665.0,Donald Trump,31902.0,,,Other,1329.0,0.2429606342263532,0.726763258611263
13582,2016,22111,Louisiana,LA,Union,President,Hillary Clinton,democrat,2691.0,10894,20191203,Hillary Clinton,2691.0,Donald Trump,7972.0,,,Other,231.0,0.24701670644391407,0.731778960895906
13583,2016,22113,Louisiana,LA,Vermilion,President,Hillary Clinton,democrat,4857.0,25632,20191203,Hillary Clinton,4857.0,Donald Trump,20063.0,,,Other,712.0,0.18948970037453183,0.7827325218476904
13584,2016,22115,Louisiana,LA,Vernon,President,Hillary Clinton,democrat,2665.0,16633,20191203,Hillary Clinton,2665.0,Donald Trump,13471.0,,,Other,497.0,0.1602236517765887,0.8098959898995972
13585,2016,22117,Louisiana,LA,Washington,President,Hillary Clinton,democrat,5692.0,18628,20191203,Hillary Clinton,5692.0,Donald Trump,12556.0,,,Other,380.0,0.3055615202920335,0.6740390809534035
13586,2016,22119,Louisiana,LA,Webster,President,Hillary Clinton,democrat,6260.0,18145,20191203,Hillary Clinton,6260.0,Donald Trump,11542.0,,,Other,343.0,0.3449986222099752,0.6360980986497657
13587,2016,22121,Louisiana,LA,West Baton Rouge,President,Hillary Clinton,democrat,5383.0,12712,20191203,Hillary Clinton,5383.0,Donald Trump,6927.0,,,Other,402.0,0.42345814977973567,0.544918187539333
13588,2016,22123,Louisiana,LA,West Carroll,President,Hillary Clinton,democrat,715.0,4759,20191203,Hillary Clinton,715.0,Donald Trump,3970.0,,,Other,74.0,0.150241647404917,0.8342088674091196
13589,2016,22125,Louisiana,LA,West Feliciana,President,Hillary Clinton,democrat,2248.0,5799,20191203,Hillary Clinton,2248.0,Donald Trump,3390.0,,,Other,161.0,0.38765304362821174,0.5845835488877392
13590,2016,22127,Louisiana,LA,Winn,President,Hillary Clinton,democrat,1644.0,6372,20191203,Hillary Clinton,1644.0,Donald Trump,4608.0,,,Other,120.0,0.2580037664783427,0.7231638418079096
13591,2016,23001,Maine,ME,Androscoggin,President,Hillary Clinton,democrat,23009.0,55601,20191203,Hillary Clinton,23009.0,Donald Trump,28227.0,,,Other,4365.0,0.4138234923832305,0.5076707253466665
13592,2016,23003,Maine,ME,Aroostook,President,Hillary Clinton,democrat,13386.0,35097,20191203,Hillary Clinton,13386.0,Donald Trump,19419.0,,,Other,2292.0,0.38140011966834775,0.5532951534319173
13593,2016,23005,Maine,ME,Cumberland,President,Hillary Clinton,democrat,102981.0,171818,20191203,Hillary Clinton,102981.0,Donald Trump,57709.0,,,Other,11128.0,0.5993609517047108,0.3358728421934838
13594,2016,23007,Maine,ME,Franklin,President,Hillary Clinton,democrat,7016.0,16488,20191203,Hillary Clinton,7016.0,Donald Trump,7918.0,,,Other,1554.0,0.4255215914604561,0.480228044638525
13595,2016,23009,Maine,ME,Hancock,President,Hillary Clinton,democrat,16117.0,32130,20191203,Hillary Clinton,16117.0,Donald Trump,13705.0,,,Other,2308.0,0.5016184251478369,0.42654839713663245
13596,2016,23011,Maine,ME,Kennebec,President,Hillary Clinton,democrat,29302.0,66208,20191203,Hillary Clinton,29302.0,Donald Trump,31675.0,,,Other,5231.0,0.44257491541807636,0.4784165055582407
13597,2016,23013,Maine,ME,Knox,President,Hillary Clinton,democrat,12443.0,23147,20191203,Hillary Clinton,12443.0,Donald Trump,9148.0,,,Other,1556.0,0.5375642631874541,0.3952132025748477
13598,2016,23015,Maine,ME,Lincoln,President,Hillary Clinton,democrat,10241.0,21503,20191203,Hillary Clinton,10241.0,Donald Trump,9727.0,,,Other,1535.0,0.476259126633493,0.45235548528112357
13599,2016,23017,Maine,ME,Oxford,President,Hillary Clinton,democrat,12172.0,31201,20191203,Hillary Clinton,12172.0,Donald Trump,16210.0,,,Other,2819.0,0.39011570141982627,0.5195346303003109
13600,2016,23019,Maine,ME,Penobscot,President,Hillary Clinton,democrat,32838.0,80540,20191203,Hillary Clinton,32838.0,Donald Trump,41622.0,,,Other,6080.0,0.40772287062329277,0.516786689843556
13601,2016,23021,Maine,ME,Piscataquis,President,Hillary Clinton,democrat,3098.0,9182,20191203,Hillary Clinton,3098.0,Donald Trump,5406.0,,,Other,678.0,0.33739925942060556,0.5887606186016119
13602,2016,23023,Maine,ME,Sagadahoc,President,Hillary Clinton,democrat,10664.0,21616,20191203,Hillary Clinton,10664.0,Donald Trump,9304.0,,,Other,1648.0,0.4933382679496669,0.4304219096965211
13603,2016,23025,Maine,ME,Somerset,President,Hillary Clinton,democrat,9092.0,26064,20191203,Hillary Clinton,9092.0,Donald Trump,15001.0,,,Other,1971.0,0.3488336402701044,0.5755448127685697
